Freq.	V(n005)
1.44543977074589e+04	(-7.23703870335499e+00dB,1.13056620602344e+00°)
1.47910838816817e+04	(-7.23694923465446e+00dB,1.09754621434423e+00°)
1.51356124843617e+04	(-7.23686390120205e+00dB,1.06510740417717e+00°)
1.54881661891245e+04	(-7.23678252223172e+00dB,1.03323262636896e+00°)
1.58489319246108e+04	(-7.23670492534450e+00dB,1.00190502747709e+00°)
1.62181009735889e+04	(-7.23663094614466e+00dB,9.71108041061758e-01°)
1.65958690743752e+04	(-7.23656042789267e+00dB,9.40825379107650e-01°)
1.69824365246170e+04	(-7.23649322117427e+00dB,9.11041023583069e-01°)
1.73780082874933e+04	(-7.23642918358494e+00dB,8.81739218133516e-01°)
1.77827941003888e+04	(-7.23636817942910e+00dB,8.52904459889460e-01°)
1.81970085860994e+04	(-7.23631007943345e+00dB,8.24521491412043e-01°)
1.86208713666282e+04	(-7.23625476047381e+00dB,7.96575292750017e-01°)
1.90546071796320e+04	(-7.23620210531495e+00dB,7.69051073614602e-01°)
1.94984459975800e+04	(-7.23615200236276e+00dB,7.41934265665035e-01°)
1.99526231496883e+04	(-7.23610434542838e+00dB,7.15210514904729e-01°)
2.04173794466948e+04	(-7.23605903350366e+00dB,6.88865674194658e-01°)
2.08929613085399e+04	(-7.23601597054759e+00dB,6.62885795837406e-01°)
2.13796208950218e+04	(-7.23597506528321e+00dB,6.37257124296457e-01°)
2.18776162394950e+04	(-7.23593623100450e+00dB,6.11966088994736e-01°)
2.23872113856829e+04	(-7.23589938539304e+00dB,5.86999297191520e-01°)
2.29086765276772e+04	(-7.23586445034382e+00dB,5.62343526981078e-01°)
2.34422881531987e+04	(-7.23583135179997e+00dB,5.37985720344603e-01°)
2.39883291901943e+04	(-7.23580001959611e+00dB,5.13912976299017e-01°)
2.45470891568497e+04	(-7.23577038730983e+00dB,4.90112544128888e-01°)
2.51188643150952e+04	(-7.23574239212114e+00dB,4.66571816680018e-01°)
2.57039578276880e+04	(-7.23571597467949e+00dB,4.43278323735608e-01°)
2.63026799189532e+04	(-7.23569107897811e+00dB,4.20219725466958e-01°)
2.69153480392685e+04	(-7.23566765223558e+00dB,3.97383805922955e-01°)
2.75422870333810e+04	(-7.23564564478391e+00dB,3.74758466622416e-01°)
2.81838293126439e+04	(-7.23562500996354e+00dB,3.52331720168621e-01°)
2.88403150312654e+04	(-7.23560570402444e+00dB,3.30091683942584e-01°)
2.95120922666631e+04	(-7.23558768603358e+00dB,3.08026573837132e-01°)
3.01995172040194e+04	(-7.23557091778812e+00dB,2.86124698054864e-01°)
3.09029543251352e+04	(-7.23555536373464e+00dB,2.64374450940400e-01°)
3.16227766016830e+04	(-7.23554099089375e+00dB,2.42764306854303e-01°)
3.23593656929620e+04	(-7.23552776879033e+00dB,2.21282814106417e-01°)
3.31131121482583e+04	(-7.23551566938889e+00dB,1.99918588897945e-01°)
3.38844156139194e+04	(-7.23550466703429e+00dB,1.78660309333199e-01°)
3.46736850452523e+04	(-7.23549473839734e+00dB,1.57496709417919e-01°)
3.54813389233567e+04	(-7.23548586242538e+00dB,1.36416573146225e-01°)
3.63078054770093e+04	(-7.23547802029773e+00dB,1.15408728540835e-01°)
3.71535229097164e+04	(-7.23547119538579e+00dB,9.44620417923409e-02°)
3.80189396320552e+04	(-7.23546537321784e+00dB,7.35654113344237e-02°)
3.89045144994271e+04	(-7.23546054144835e+00dB,5.27077620280323e-02°)
3.98107170553488e+04	(-7.23545668983186e+00dB,3.18780392753195e-02°)
4.07380277804103e+04	(-7.23545381020127e+00dB,1.10652031897488e-02°)
4.16869383470325e+04	(-7.23545189645054e+00dB,-9.74177723777891e-03°)
4.26579518801582e+04	(-7.23545094452172e+00dB,-3.05539299541804e-02°)
4.36515832240155e+04	(-7.23545095239642e+00dB,-5.13822856909495e-02°)
4.46683592150952e+04	(-7.23545192009149e+00dB,-7.22378837864679e-02°)
4.57088189614864e+04	(-7.23545384965905e+00dB,-9.31317780075214e-02°)
4.67735141287187e+04	(-7.23545674519088e+00dB,-1.14075042409209e-01°)
4.78630092322627e+04	(-7.23546061282706e+00dB,-1.35078777183946e-01°)
4.89778819368434e+04	(-7.23546546076896e+00dB,-1.56154114498361e-01°)
5.01187233627260e+04	(-7.23547129929668e+00dB,-1.77312224420843e-01°)
5.12861383991352e+04	(-7.23547814079077e+00dB,-1.98564320790400e-01°)
5.24807460249760e+04	(-7.23548599975846e+00dB,-2.19921667146968e-01°)
5.37031796370239e+04	(-7.23549489286447e+00dB,-2.41395582701410e-01°)
5.49540873857611e+04	(-7.23550483896620e+00dB,-2.62997448274978e-01°)
5.62341325190335e+04	(-7.23551585915375e+00dB,-2.84738712349617e-01°)
5.75439937337143e+04	(-7.23552797679459e+00dB,-3.06630897094452e-01°)
5.88843655355574e+04	(-7.23554121758306e+00dB,-3.28685604451860e-01°)
6.02559586074343e+04	(-7.23555560959476e+00dB,-3.50914522260489e-01°)
6.16595001861467e+04	(-7.23557118334607e+00dB,-3.73329430433661e-01°)
6.30957344480177e+04	(-7.23558797185873e+00dB,-3.95942207160114e-01°)
6.45654229034639e+04	(-7.23560601072985e+00dB,-4.18764835194239e-01°)
6.60693448007579e+04	(-7.23562533820722e+00dB,-4.41809408142722e-01°)
6.76082975391965e+04	(-7.23564599527038e+00dB,-4.65088136882397e-01°)
6.91830970918919e+04	(-7.23566802571737e+00dB,-4.88613355962662e-01°)
7.07945784384120e+04	(-7.23569147625747e+00dB,-5.12397530127893e-01°)
7.24435960074972e+04	(-7.23571639661012e+00dB,-5.36453260876803e-01°)
7.41310241300899e+04	(-7.23574283961018e+00dB,-5.60793293114983e-01°)
7.58577575029165e+04	(-7.23577086131980e+00dB,-5.85430521829371e-01°)
7.76247116628672e+04	(-7.23580052114713e+00dB,-6.10377998921524e-01°)
7.94328234724261e+04	(-7.23583188197201e+00dB,-6.35648940042869e-01°)
8.12830516164079e+04	(-7.23586501027914e+00dB,-6.61256731545348e-01°)
8.31763771102650e+04	(-7.23589997629879e+00dB,-6.87214937559110e-01°)
8.51138038202355e+04	(-7.23593685415538e+00dB,-7.13537307054881e-01°)
8.70963589956058e+04	(-7.23597572202443e+00dB,-7.40237781131495e-01°)
8.91250938133723e+04	(-7.23601666229787e+00dB,-7.67330500276945e-01°)
9.12010839355886e+04	(-7.23605976175847e+00dB,-7.94829811832751e-01°)
9.33254300796967e+04	(-7.23610511176337e+00dB,-8.22750277484424e-01°)
9.54992586021411e+04	(-7.23615280843734e+00dB,-8.51106680912254e-01°)
9.77237220955786e+04	(-7.23620295287610e+00dB,-8.79914035539000e-01°)
9.99999999999974e+04	(-7.23625565136011e+00dB,-9.09187592344966e-01°)
1.02329299228073e+05	(-7.23631101557932e+00dB,-9.38942847909917e-01°)
1.04712854805087e+05	(-7.23636916286930e+00dB,-9.69195552461443e-01°)
1.07151930523758e+05	(-7.23643021645929e+00dB,-9.99961718128700e-01°)
1.09647819614316e+05	(-7.23649430573262e+00dB,-1.03125762726826e+00°)
1.12201845430193e+05	(-7.23656156650021e+00dB,-1.06309984096867e+00°)
1.14815362149685e+05	(-7.23663214128748e+00dB,-1.09550520771419e+00°)
1.17489755493950e+05	(-7.23670617963544e+00dB,-1.12849087206606e+00°)
1.20226443461738e+05	(-7.23678383841659e+00dB,-1.16207428365872e+00°)
1.23026877081235e+05	(-7.23686528216619e+00dB,-1.19627320623083e+00°)
1.25892541179413e+05	(-7.23695068342962e+00dB,-1.23110572683396e+00°)
1.28824955169310e+05	(-7.23704022312667e+00dB,-1.26659026520203e+00°)
1.31825673855637e+05	(-7.23713409093330e+00dB,-1.30274558329587e+00°)
1.34896288259162e+05	(-7.23723248568190e+00dB,-1.33959079501067e+00°)
1.38038426460285e+05	(-7.23733561578072e+00dB,-1.37714537602350e+00°)
1.41253754462272e+05	(-7.23744369965335e+00dB,-1.41542917385766e+00°)
1.44543977074589e+05	(-7.23755696619929e+00dB,-1.45446241807441e+00°)
1.47910838816817e+05	(-7.23767565527632e+00dB,-1.49426573063927e+00°)
1.51356124843617e+05	(-7.23780001820605e+00dB,-1.53486013660706e+00°)
1.54881661891244e+05	(-7.23793031830322e+00dB,-1.57626707478923e+00°)
1.58489319246107e+05	(-7.23806683143029e+00dB,-1.61850840879945e+00°)
1.62181009735889e+05	(-7.23820984657802e+00dB,-1.66160643807916e+00°)
1.65958690743752e+05	(-7.23835966647383e+00dB,-1.70558390948204e+00°)
1.69824365246170e+05	(-7.23851660821842e+00dB,-1.75046402860356e+00°)
1.73780082874933e+05	(-7.23868100395265e+00dB,-1.79627047170051e+00°)
1.77827941003888e+05	(-7.23885320155563e+00dB,-1.84302739760732e+00°)
1.81970085860994e+05	(-7.23903356537572e+00dB,-1.89075945998640e+00°)
1.86208713666282e+05	(-7.23922247699559e+00dB,-1.93949181972427e+00°)
1.90546071796320e+05	(-7.23942033603323e+00dB,-1.98925015750891e+00°)
1.94984459975799e+05	(-7.23962756098037e+00dB,-2.04006068681033e+00°)
1.99526231496883e+05	(-7.23984459008014e+00dB,-2.09195016690769e+00°)
2.04173794466947e+05	(-7.24007188224543e+00dB,-2.14494591621486e+00°)
2.08929613085398e+05	(-7.24030991802031e+00dB,-2.19907582588975e+00°)
2.13796208950218e+05	(-7.24055920058588e+00dB,-2.25436837356094e+00°)
2.18776162394949e+05	(-7.24082025681316e+00dB,-2.31085263747748e+00°)
2.23872113856828e+05	(-7.24109363836448e+00dB,-2.36855831065735e+00°)
2.29086765276771e+05	(-7.24137992284626e+00dB,-2.42751571553669e+00°)
2.34422881531986e+05	(-7.24167971501496e+00dB,-2.48775581869052e+00°)
2.39883291901943e+05	(-7.24199364803876e+00dB,-2.54931024590547e+00°)
2.45470891568497e+05	(-7.24232238481753e+00dB,-2.61221129739806e+00°)
2.51188643150951e+05	(-7.24266661936365e+00dB,-2.67649196339413e+00°)
2.57039578276880e+05	(-7.24302707824644e+00dB,-2.74218593992115e+00°)
2.63026799189531e+05	(-7.24340452210274e+00dB,-2.80932764474576e+00°)
2.69153480392684e+05	(-7.24379974721743e+00dB,-2.87795223385900e+00°)
2.75422870333809e+05	(-7.24421358717538e+00dB,-2.94809561775924e+00°)
2.81838293126438e+05	(-7.24464691459022e+00dB,-3.01979447850614e+00°)
2.88403150312653e+05	(-7.24510064291116e+00dB,-3.09308628665427e+00°)
2.95120922666631e+05	(-7.24557572831242e+00dB,-3.16800931844985e+00°)
3.01995172040193e+05	(-7.24607317166905e+00dB,-3.24460267355281e+00°)
3.09029543251351e+05	(-7.24659402062203e+00dB,-3.32290629269408e+00°)
3.16227766016829e+05	(-7.24713937173743e+00dB,-3.40296097572584e+00°)
3.23593656929619e+05	(-7.24771037276319e+00dB,-3.48480839996592e+00°)
3.31131121482582e+05	(-7.24830822498743e+00dB,-3.56849113839530e+00°)
3.38844156139193e+05	(-7.24893418570408e+00dB,-3.65405267879206e+00°)
3.46736850452522e+05	(-7.24958957078807e+00dB,-3.74153744226975e+00°)
3.54813389233566e+05	(-7.25027575738709e+00dB,-3.83099080249935e+00°)
3.63078054770091e+05	(-7.25099418673341e+00dB,-3.92245910519068e+00°)
3.71535229097162e+05	(-7.25174636708107e+00dB,-4.01598968732206e+00°)
3.80189396320551e+05	(-7.25253387677407e+00dB,-4.11163089697258e+00°)
3.89045144994270e+05	(-7.25335836745046e+00dB,-4.20943211308257e+00°)
3.98107170553486e+05	(-7.25422156738843e+00dB,-4.30944376538484e+00°)
4.07380277804102e+05	(-7.25512528500009e+00dB,-4.41171735460601e+00°)
4.16869383470324e+05	(-7.25607141247815e+00dB,-4.51630547244766e+00°)
4.26579518801581e+05	(-7.25706192960313e+00dB,-4.62326182199526e+00°)
4.36515832240154e+05	(-7.25809890771621e+00dB,-4.73264123800965e+00°)
4.46683592150951e+05	(-7.25918451386515e+00dB,-4.84449970729518e+00°)
4.57088189614862e+05	(-7.26032101512931e+00dB,-4.95889438899203e+00°)
4.67735141287185e+05	(-7.26151078313087e+00dB,-5.07588363490909e+00°)
4.78630092322625e+05	(-7.26275629874084e+00dB,-5.19552700991151e+00°)
4.89778819368433e+05	(-7.26406015698422e+00dB,-5.31788531199623e+00°)
5.01187233627259e+05	(-7.26542507215503e+00dB,-5.44302059235764e+00°)
5.12861383991351e+05	(-7.26685388314693e+00dB,-5.57099617532348e+00°)
5.24807460249758e+05	(-7.26834955900721e+00dB,-5.70187667793231e+00°)
5.37031796370238e+05	(-7.26991520472357e+00dB,-5.83572802919387e+00°)
5.49540873857609e+05	(-7.27155406725089e+00dB,-5.97261748943437e+00°)
5.62341325190334e+05	(-7.27326954178632e+00dB,-6.11261366872137e+00°)
5.75439937337141e+05	(-7.27506517830081e+00dB,-6.25578654524693e+00°)
5.88843655355573e+05	(-7.27694468833655e+00dB,-6.40220748280984e+00°)
6.02559586074341e+05	(-7.27891195207815e+00dB,-6.55194924828769e+00°)
6.16595001861465e+05	(-7.28097102570623e+00dB,-6.70508602775918e+00°)
6.30957344480176e+05	(-7.28312614904285e+00dB,-6.86169344249337e+00°)
6.45654229034638e+05	(-7.28538175349557e+00dB,-7.02184856375237e+00°)
6.60693448007578e+05	(-7.28774247031108e+00dB,-7.18562992658816e+00°)
6.76082975391963e+05	(-7.29021313914624e+00dB,-7.35311754312692e+00°)
6.91830970918917e+05	(-7.29279881696342e+00dB,-7.52439291423433e+00°)
7.07945784384118e+05	(-7.29550478725936e+00dB,-7.69953903984160e+00°)
7.24435960074970e+05	(-7.29833656963808e+00dB,-7.87864042852780e+00°)
7.41310241300897e+05	(-7.30129992972982e+00dB,-8.06178310489732e+00°)
7.58577575029163e+05	(-7.30440088946962e+00dB,-8.24905461567557e+00°)
7.76247116628670e+05	(-7.30764573773817e+00dB,-8.44054403420352e+00°)
7.94328234724259e+05	(-7.31104104137317e+00dB,-8.63634196246538e+00°)
8.12830516164076e+05	(-7.31459365655643e+00dB,-8.83654053136635e+00°)
8.31763771102648e+05	(-7.31831074058151e+00dB,-9.04123339860605e+00°)
8.51138038202353e+05	(-7.32219976400843e+00dB,-9.25051574424515e+00°)
8.70963589956056e+05	(-7.32626852320515e+00dB,-9.46448426346433e+00°)
8.91250938133721e+05	(-7.33052515328064e+00dB,-9.68323715624530e+00°)
9.12010839355884e+05	(-7.33497814141085e+00dB,-9.90687411437041e+00°)
9.33254300796965e+05	(-7.33963634055509e+00dB,-1.01354963049681e+01°)
9.54992586021409e+05	(-7.34450898356499e+00dB,-1.03692063504082e+01°)
9.77237220955783e+05	(-7.34960569767483e+00dB,-1.06081083040097e+01°)
9.99999999999972e+05	(-7.35493651938346e+00dB,-1.08523076230502e+01°)
1.02329299228073e+06	(-7.36051190969806e+00dB,-1.11019111353588e+01°)
1.04712854805087e+06	(-7.36634276975292e+00dB,-1.13570270034728e+01°)
1.07151930523758e+06	(-7.37244045677426e+00dB,-1.16177646818417e+01°)
1.09647819614315e+06	(-7.37881680038476e+00dB,-1.18842348702317e+01°)
1.12201845430193e+06	(-7.38548411923207e+00dB,-1.21565494614376e+01°)
1.14815362149685e+06	(-7.39245523790918e+00dB,-1.24348214822620e+01°)
1.17489755493950e+06	(-7.39974350415231e+00dB,-1.27191650286185e+01°)
1.20226443461738e+06	(-7.40736280628883e+00dB,-1.30096951951183e+01°)
1.23026877081235e+06	(-7.41532759089291e+00dB,-1.33065279960903e+01°)
1.25892541179413e+06	(-7.42365288061937e+00dB,-1.36097802803648e+01°)
1.28824955169310e+06	(-7.43235429217460e+00dB,-1.39195696381719e+01°)
1.31825673855637e+06	(-7.44144805437594e+00dB,-1.42360143001726e+01°)
1.34896288259161e+06	(-7.45095102623958e+00dB,-1.45592330271789e+01°)
1.38038426460285e+06	(-7.46088071506254e+00dB,-1.48893449931458e+01°)
1.41253754462271e+06	(-7.47125529439712e+00dB,-1.52264696561115e+01°)
1.44543977074589e+06	(-7.48209362188928e+00dB,-1.55707266226804e+01°)
1.47910838816816e+06	(-7.49341525687312e+00dB,-1.59222355002680e+01°)
1.51356124843616e+06	(-7.50524047764589e+00dB,-1.62811157405742e+01°)
1.54881661891244e+06	(-7.51759029834053e+00dB,-1.66474864716110e+01°)
1.58489319246107e+06	(-7.53048648528547e+00dB,-1.70214663197438e+01°)
1.62181009735888e+06	(-7.54395157274789e+00dB,-1.74031732196538e+01°)
1.65958690743751e+06	(-7.55800887794822e+00dB,-1.77927242136965e+01°)
1.69824365246170e+06	(-7.57268251522048e+00dB,-1.81902352392562e+01°)
1.73780082874933e+06	(-7.58799740918441e+00dB,-1.85958209043724e+01°)
1.77827941003887e+06	(-7.60397930679332e+00dB,-1.90095942509723e+01°)
1.81970085860993e+06	(-7.62065478811238e+00dB,-1.94316665078661e+01°)
1.86208713666281e+06	(-7.63805127565176e+00dB,-1.98621468286493e+01°)
1.90546071796319e+06	(-7.65619704212033e+00dB,-2.03011420202533e+01°)
1.94984459975799e+06	(-7.67512121641411e+00dB,-2.07487562591933e+01°)
1.99526231496882e+06	(-7.69485378763749e+00dB,-2.12050907945784e+01°)
2.04173794466947e+06	(-7.71542560702372e+00dB,-2.16702436418843e+01°)
2.08929613085398e+06	(-7.73686838750151e+00dB,-2.21443092637311e+01°)
2.13796208950217e+06	(-7.75921470078077e+00dB,-2.26273782424195e+01°)
2.18776162394949e+06	(-7.78249797168994e+00dB,-2.31195369407161e+01°)
2.23872113856827e+06	(-7.80675246960606e+00dB,-2.36208671542725e+01°)
2.29086765276771e+06	(-7.83201329677928e+00dB,-2.41314457569232e+01°)
2.34422881531985e+06	(-7.85831637331307e+00dB,-2.46513443369418e+01°)
2.39883291901942e+06	(-7.88569841863568e+00dB,-2.51806288285433e+01°)
2.45470891568496e+06	(-7.91419692925619e+00dB,-2.57193591384875e+01°)
2.51188643150951e+06	(-7.94385015264139e+00dB,-2.62675887711921e+01°)
2.57039578276879e+06	(-7.97469705696015e+00dB,-2.68253644476048e+01°)
2.63026799189530e+06	(-8.00677729666794e+00dB,-2.73927257311244e+01°)
2.69153480392684e+06	(-8.04013117363341e+00dB,-2.79697046503780e+01°)
2.75422870333809e+06	(-8.07479959380651e+00dB,-2.85563253301610e+01°)
2.81838293126437e+06	(-8.11082401920313e+00dB,-2.91526036257759e+01°)
2.88403150312652e+06	(-8.14824641525405e+00dB,-2.97585467711677e+01°)
2.95120922666630e+06	(-8.18710919332980e+00dB,-3.03741530341969e+01°)
3.01995172040193e+06	(-8.22745514853824e+00dB,-3.09994113904212e+01°)
3.09029543251350e+06	(-8.26932739271170e+00dB,-3.16343012122955e+01°)
3.16227766016829e+06	(-8.31276928274178e+00dB,-3.22787919801885e+01°)
3.23593656929619e+06	(-8.35782434422154e+00dB,-3.29328430151956e+01°)
3.31131121482581e+06	(-8.40453619069342e+00dB,-3.35964032417373e+01°)
3.38844156139192e+06	(-8.45294843852201e+00dB,-3.42694109756827e+01°)
3.46736850452521e+06	(-8.50310461782463e+00dB,-3.49517937504611e+01°)
3.54813389233565e+06	(-8.55504807949774e+00dB,-3.56434681731606e+01°)
3.63078054770091e+06	(-8.60882189897265e+00dB,-3.63443398260953e+01°)
3.71535229097161e+06	(-8.66446877685027e+00dB,-3.70543032060886e+01°)
3.80189396320550e+06	(-8.72203093693903e+00dB,-3.77732417073920e+01°)
3.89045144994269e+06	(-8.78155002233373e+00dB,-3.85010276574860e+01°)
3.98107170553485e+06	(-8.84306698979548e+00dB,-3.92375223943714e+01°)
4.07380277804101e+06	(-8.90662200335491e+00dB,-3.99825764022012e+01°)
4.16869383470323e+06	(-8.97225432751503e+00dB,-4.07360294956883e+01°)
4.26579518801580e+06	(-9.04000222088898e+00dB,-4.14977110595875e+01°)
4.36515832240153e+06	(-9.10990283096510e+00dB,-4.22674403455395e+01°)
4.46683592150950e+06	(-9.18199209065559e+00dB,-4.30450268206358e+01°)
4.57088189614861e+06	(-9.25630461752021e+00dB,-4.38302705745434e+01°)
4.67735141287184e+06	(-9.33287361635066e+00dB,-4.46229627801615e+01°)
4.78630092322624e+06	(-9.41173078593382e+00dB,-4.54228862078520e+01°)
4.89778819368431e+06	(-9.49290623080178e+00dB,-4.62298157934448e+01°)
5.01187233627257e+06	(-9.57642837863386e+00dB,-4.70435192535378e+01°)
5.12861383991349e+06	(-9.66232390418097e+00dB,-4.78637577494336e+01°)
5.24807460249757e+06	(-9.75061766035506e+00dB,-4.86902865968623e+01°)
5.37031796370236e+06	(-9.84133261712701e+00dB,-4.95228560119101e+01°)
5.49540873857608e+06	(-9.93448980891958e+00dB,-5.03612118972751e+01°)
5.62341325190332e+06	(-1.00301082909749e+01dB,-5.12050966565501e+01°)
5.75439937337139e+06	(-1.01282051052397e+01dB,-5.20542500349695e+01°)
5.88843655355571e+06	(-1.02287952561604e+01dB,-5.29084099836088e+01°)
6.02559586074339e+06	(-1.03318916966974e+01dB,-5.37673135357459e+01°)
6.16595001861463e+06	(-1.04375053248727e+01dB,-5.46306976939030e+01°)
6.30957344480174e+06	(-1.05456449908457e+01dB,-5.54983003189750e+01°)
6.45654229034636e+06	(-1.06563175147697e+01dB,-5.63698610161713e+01°)
6.60693448007576e+06	(-1.07695277152368e+01dB,-5.72451220117379e+01°)
6.76082975391961e+06	(-1.08852784482378e+01dB,-5.81238290132095e+01°)
6.91830970918915e+06	(-1.10035706564988e+01dB,-5.90057320508377e+01°)
7.07945784384116e+06	(-1.11244034285607e+01dB,-5.98905862833462e+01°)
7.24435960074968e+06	(-1.12477740677194e+01dB,-6.07781527821805e+01°)
7.41310241300895e+06	(-1.13736781697634e+01dB,-6.16681992644905e+01°)
7.58577575029160e+06	(-1.15021097094777e+01dB,-6.25605007935555e+01°)
7.76247116628668e+06	(-1.16330611347903e+01dB,-6.34548404203235e+01°)
7.94328234724257e+06	(-1.17665234683765e+01dB,-6.43510097818628e+01°)
8.12830516164074e+06	(-1.19024864156478e+01dB,-6.52488096392801e+01°)
8.31763771102645e+06	(-1.20409384783567e+01dB,-6.61480503546564e+01°)
8.51138038202350e+06	(-1.21818670732258e+01dB,-6.70485523096712e+01°)
8.70963589956053e+06	(-1.23252586547082e+01dB,-6.79501462615763e+01°)
8.91250938133718e+06	(-1.24710988407172e+01dB,-6.88526736256707e+01°)
9.12010839355881e+06	(-1.26193725411029e+01dB,-6.97559867031503e+01°)
9.33254300796962e+06	(-1.27700640874069e+01dB,-7.06599488319267e+01°)
9.54992586021406e+06	(-1.29231573634470e+01dB,-7.15644344757543e+01°)
9.77237220955780e+06	(-1.30786359359398e+01dB,-7.24693292479433e+01°)
9.99999999999968e+06	(-1.32364831840064e+01dB,-7.33745298653367e+01°)
1.02329299228072e+07	(-1.33966824271285e+01dB,-7.42799440388988e+01°)
1.04712854805087e+07	(-1.35592170509687e+01dB,-7.51854903066144e+01°)
1.07151930523757e+07	(-1.37240706298935e+01dB,-7.60910978002338e+01°)
1.09647819614315e+07	(-1.38912270459785e+01dB,-7.69967059569627e+01°)
1.12201845430193e+07	(-1.40606706036568e+01dB,-7.79022641743114e+01°)
1.14815362149685e+07	(-1.42323861395998e+01dB,-7.88077314115193e+01°)
1.17489755493949e+07	(-1.44063591273005e+01dB,-7.97130757438180e+01°)
1.20226443461737e+07	(-1.45825757756905e+01dB,-8.06182738655144e+01°)
1.23026877081234e+07	(-1.47610231218952e+01dB,-8.15233105566373e+01°)
1.25892541179413e+07	(-1.49416891168910e+01dB,-8.24281781002829e+01°)
1.28824955169309e+07	(-1.51245627047412e+01dB,-8.33328756725792e+01°)
1.31825673855636e+07	(-1.53096338941010e+01dB,-8.42374086902446e+01°)
1.34896288259161e+07	(-1.54968938227787e+01dB,-8.51417881384586e+01°)
1.38038426460284e+07	(-1.56863348141269e+01dB,-8.60460298640321e+01°)
1.41253754462271e+07	(-1.58779504257595e+01dB,-8.69501538513692e+01°)
1.44543977074588e+07	(-1.60717354900054e+01dB,-8.78541834735664e+01°)
1.47910838816816e+07	(-1.62676861468077e+01dB,-8.87581447412761e+01°)
1.51356124843616e+07	(-1.64657998671030e+01dB,-8.96620655174001e+01°)
1.54881661891243e+07	(-1.66660754692732e+01dB,-9.05659747477474e+01°)
1.58489319246106e+07	(-1.68685131260915e+01dB,-9.14699016689041e+01°)
1.62181009735888e+07	(-1.70731143638603e+01dB,-9.23738750248587e+01°)
1.65958690743751e+07	(-1.72798820526723e+01dB,-9.32779222784543e+01°)
1.69824365246169e+07	(-1.74888203888598e+01dB,-9.41820688381818e+01°)
1.73780082874932e+07	(-1.76999348683506e+01dB,-9.50863372820125e+01°)
1.77827941003886e+07	(-1.79132322525093e+01dB,-9.59907466065013e+01°)
1.81970085860992e+07	(-1.81287205250873e+01dB,-9.68953114809231e+01°)
1.86208713666281e+07	(-1.83464088420986e+01dB,-9.78000415338273e+01°)
1.90546071796318e+07	(-1.85663074724819e+01dB,-9.87049406464413e+01°)
1.94984459975798e+07	(-1.87884277327637e+01dB,-9.96100062934005e+01°)
1.99526231496881e+07	(-1.90127819126294e+01dB,-1.00515228893569e+02°)
2.04173794466946e+07	(-1.92393831946127e+01dB,-1.01420591210023e+02°)
2.08929613085397e+07	(-1.94682455662095e+01dB,-1.02326067780312e+02°)
2.13796208950216e+07	(-1.96993837260870e+01dB,-1.03231624392520e+02°)
2.18776162394948e+07	(-1.99328129833312e+01dB,-1.04137217597884e+02°)
2.23872113856826e+07	(-2.01685491518475e+01dB,-1.05042794279079e+02°)
2.29086765276770e+07	(-2.04066084392854e+01dB,-1.05948291266626e+02°)
2.34422881531984e+07	(-2.06470073305133e+01dB,-1.06853635000529e+02°)
2.39883291901941e+07	(-2.08897624687670e+01dB,-1.07758741267616e+02°)
2.45470891568495e+07	(-2.11348905313105e+01dB,-1.08663514975822e+02°)
2.51188643150950e+07	(-2.13824081034164e+01dB,-1.09567850003177e+02°)
2.57039578276878e+07	(-2.16323315499617e+01dB,-1.10471629106835e+02°)
2.63026799189529e+07	(-2.18846768851758e+01dB,-1.11374723891868e+02°)
2.69153480392683e+07	(-2.21394596428144e+01dB,-1.12276994858218e+02°)
2.75422870333807e+07	(-2.23966947444415e+01dB,-1.13178291492795e+02°)
2.81838293126436e+07	(-2.26563963710053e+01dB,-1.14078452453008e+02°)
2.88403150312651e+07	(-2.29185778345980e+01dB,-1.14977305800558e+02°)
2.95120922666629e+07	(-2.31832514533159e+01dB,-1.15874669307021e+02°)
3.01995172040191e+07	(-2.34504284294446e+01dB,-1.16770350822447e+02°)
3.09029543251349e+07	(-2.37201187326349e+01dB,-1.17664148714219e+02°)
3.16227766016827e+07	(-2.39923309865024e+01dB,-1.18555852352284e+02°)
3.23593656929617e+07	(-2.42670723632364e+01dB,-1.19445242670358e+02°)
3.31131121482580e+07	(-2.45443484834163e+01dB,-1.20332092770456e+02°)
3.38844156139191e+07	(-2.48241633235901e+01dB,-1.21216168581772e+02°)
3.46736850452520e+07	(-2.51065191325576e+01dB,-1.22097229571530e+02°)
3.54813389233563e+07	(-2.53914163549644e+01dB,-1.22975029488444e+02°)
3.63078054770089e+07	(-2.56788535651449e+01dB,-1.23849317150998e+02°)
3.71535229097160e+07	(-2.59688274119257e+01dB,-1.24719837277072e+02°)
3.80189396320548e+07	(-2.62613325689708e+01dB,-1.25586331307863e+02°)
3.89045144994267e+07	(-2.65563617007703e+01dB,-1.26448538289244e+02°)
3.98107170553484e+07	(-2.68539054362302e+01dB,-1.27306195747054e+02°)
4.07380277804099e+07	(-2.71539523537794e+01dB,-1.28159040575418e+02°)
4.16869383470321e+07	(-2.74564889765356e+01dB,-1.29006809923788e+02°)
4.26579518801578e+07	(-2.77614997792525e+01dB,-1.29849242085861e+02°)
4.36515832240151e+07	(-2.80689672029037e+01dB,-1.30686077362189e+02°)
4.46683592150948e+07	(-2.83788716848235e+01dB,-1.31517058937267e+02°)
